SystemId,URL,FIELD,INDEX,LEVEL,VALUE
23,https://www.google.com/search?q=electric+car&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://www.cnet.com/roadshow/news/best-ev-electric-car/
23,https://www.google.com/search?q=electric+car&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:537.00,w:652.00,h:48.00]"
23,https://www.google.com/search?q=electric+car&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:585.00,w:652.00,h:48.00]"
23,https://www.google.com/search?q=electric+car&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:633.00,w:652.00,h:48.00]"
23,https://www.google.com/search?q=electric+car&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:681.00,w:652.00,h:48.00]"
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,Are EV cars dropping in price?
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How do I claim my 7500 EV tax credit?
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,Do you really save money buying an electric car?
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,"What is the $7,500 lease on a Volvo?"
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://fortune.com/2023/11/28/used-ev-prices-plunge-october-2023/
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.irs.gov/credits-deductions/credits-for-new-clean-vehicles-purchased-in-2023-or-after
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://www.cusocal.org/Learn/Financial-Guidance/Blog/do-you-save-money-with-electric-cars
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://www.volvocarssarasota.com/new-volvo/lease/recharge-ev-lease-bonus.htm
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:1435.00,w:652.00,h:49.00]"
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:1484.00,w:652.00,h:49.00]"
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:1533.00,w:652.00,h:49.00]"
24,https://www.google.com/search?q=electric+car+deals&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:1582.00,w:652.00,h:49.00]"
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,How much electric cars cost now?
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,What is the cheapest electric car to buy?
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,What is the price of cheapest electric car?
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Are EV prices dropping?
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://www.kbb.com/car-advice/how-much-electric-car-cost/
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://heycar.com/guides/cheapest-electric-cars
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://www.tataaig.com/knowledge-center/car-insurance/top-6-cheapest-electric-cars
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://fortune.com/2023/11/28/used-ev-prices-plunge-october-2023/
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:390.00,w:652.00,h:49.00]"
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:439.00,w:652.00,h:49.00]"
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:488.00,w:652.00,h:49.00]"
25,https://www.google.com/search?q=electric+car+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:537.00,w:652.00,h:49.00]"
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What is the cheapest electric car to buy?
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,Do you really save money buying an electric car?
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,Are EV cars dropping in price?
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Is it worth to buy an electric car now?
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://heycar.com/guides/cheapest-electric-cars
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.cusocal.org/Learn/Financial-Guidance/Blog/do-you-save-money-with-electric-cars
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://fortune.com/2023/11/28/used-ev-prices-plunge-october-2023/
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://www.washingtonpost.com/climate-environment/2023/04/11/electric-vehicle-buying-guide/
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:473.00,w:652.00,h:49.00]"
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:522.00,w:652.00,h:49.00]"
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:571.00,w:652.00,h:49.00]"
26,https://www.google.com/search?q=electric+car+sale&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:620.00,w:652.00,h:49.00]"
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What is a good electric car to purchase?
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,Which company electric car is best?
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,"Which EVs are eligible for $7,500 tax credit?"
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,What is the cheapest electric car to buy?
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://www.caranddriver.com/rankings/best-electric-cars
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.cartrade.com/new-cars/best-electric-cars-in-india/
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://www.usatoday.com/story/money/cars/2024/01/03/cars-qualify-ev-tax-credit-2024/72088375007/
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://heycar.com/guides/cheapest-electric-cars
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:412.00,w:652.00,h:49.00]"
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:461.00,w:652.00,h:49.00]"
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:510.00,w:652.00,h:49.00]"
27,https://www.google.com/search?q=electric+cars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:559.00,w:652.00,h:49.00]"
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,Is there an electric pickup truck on the market?
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How much will the electric truck cost in 2024?
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,What electric pickup truck has the longest range?
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Is the F-150 Lightning fully electric?
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://evmagazine.com/top10/top-10-electric-pickup-trucks
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.kbb.com/gmc/sierra-ev/
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://cars.usnews.com/cars-trucks/advice/electric-trucks-with-the-longest-range
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://www.motortrend.com/cars/ford/f-150-lightning/
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:1435.00,w:652.00,h:49.00]"
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:1484.00,w:652.00,h:49.00]"
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:1533.00,w:652.00,h:49.00]"
28,https://www.google.com/search?q=electric+pickup+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:1582.00,w:652.00,h:49.00]"
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,How much does an all electric pickup truck cost?
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How much will the electric truck cost in 2024?
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,How much will the electric Ford 150 truck cost?
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,How much is the Rivian truck from $73000?
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://caredge.com/guides/electric-truck-prices-2023
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.kbb.com/gmc/sierra-ev/
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,https://www.caranddriver.com/ford/f-150-lightning
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,https://www.kbb.com/rivian/r1t/
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:390.00,w:652.00,h:49.00]"
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:439.00,w:652.00,h:49.00]"
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:488.00,w:652.00,h:49.00]"
29,https://www.google.com/search?q=electric+pickup+truck+prices&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:537.00,w:652.00,h:49.00]"
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,Are there any electric trucks out now?
30,https://www.google.com/search?q=electric+truck&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How much will the electric truck cost in 2024?
